ip,prefix,origin
91.0.0.0,10,3320
91.100.0.0,15,15516
91.102.0.0,21,21470
91.102.100.0,24,8518
91.102.101.0,24,8518
91.102.102.0,24,8518
91.102.103.0,24,8518
91.102.104.0,21,29286
91.102.112.0,21,31229
91.102.120.0,23,5613
91.102.120.0,24,5613
91.102.121.0,24,5613
91.102.128.0,22,41849
91.102.130.0,24,41849
91.102.131.0,24,41849
91.102.132.0,23,41849
91.102.134.0,23,41849
91.102.134.0,24,41849
91.102.135.0,24,41849
91.102.136.0,21,34928
91.102.144.0,21,203308
91.102.144.0,21,41890
91.102.144.0,24,203308
91.102.145.0,24,203308
91.102.146.0,24,203308
91.102.147.0,24,203308
91.102.148.0,24,41890
91.102.150.0,24,41890
91.102.152.0,21,41853
91.102.155.0,24,41853
91.102.157.0,24,41853
91.102.158.0,24,41853
91.102.160.0,21,41801
91.102.16.0,21,44995
91.102.16.0,22,44995
91.102.168.0,21,8295
91.102.168.0,24,8295
91.102.169.0,24,8295
91.102.170.0,24,8295
91.102.171.0,24,8295
91.102.172.0,24,8295
91.102.173.0,24,8295
91.102.174.0,24,8295
91.102.175.0,24,8295
91.102.176.0,24,196824
91.102.177.0,24,196824
91.102.178.0,24,196824
91.102.179.0,24,196824
91.102.184.0,24,41963
91.102.185.0,24,41963
91.102.191.0,24,2856
91.102.192.0,21,35518
91.102.200.0,21,51764
91.102.200.0,23,51764
91.102.200.0,24,51764
91.102.20.0,22,44995
91.102.201.0,24,51764
91.102.202.0,24,51764
91.102.204.0,24,51764
91.102.205.0,24,51764
91.102.206.0,24,51764
91.102.207.0,24,51764
91.102.208.0,21,41880
91.102.216.0,22,41904
91.102.220.0,22,41904
91.102.224.0,24,41897
91.102.225.0,24,41897
91.102.226.0,24,41897
91.102.227.0,24,41897
91.102.228.0,24,41897
91.102.229.0,24,41897
91.102.230.0,24,41897
91.102.231.0,24,41897
91.102.232.0,21,30033
91.102.232.0,22,30033
91.102.236.0,22,30033
91.102.237.0,24,30033
91.102.240.0,21,42241
91.102.24.0,21,41741
91.102.248.0,21,34752
91.102.32.0,24,42642
91.102.34.0,24,42642
91.102.40.0,21,49549
91.102.48.0,21,13284
91.102.64.0,21,65433
91.102.64.0,21,9009
91.102.72.0,21,39045
91.102.80.0,21,43406
91.102.8.0,21,20647
91.102.88.0,21,12617
91.102.88.0,24,12617
91.102.89.0,24,12617
91.102.90.0,24,12617
91.102.92.0,24,12617
91.102.93.0,24,12617
91.102.94.0,24,12617
91.102.95.0,24,12617
91.102.96.0,21,8518
91.102.96.0,24,8518
91.102.97.0,24,8518
91.102.98.0,24,8518
91.102.99.0,24,8518
91.103.0.0,21,47720
91.103.104.0,24,47151
91.103.105.0,24,47151
91.103.106.0,24,47151
91.103.107.0,24,47151
91.103.108.0,24,47151
91.103.109.0,24,47151
91.103.110.0,24,47151
91.103.111.0,24,47151
91.103.112.0,21,41998
91.103.120.0,21,41972
91.103.128.0,21,3213
91.103.136.0,21,39894
91.103.139.0,24,39894
91.103.140.0,24,39894
91.103.152.0,21,39102
91.103.152.0,22,39102
91.103.156.0,22,39102
91.103.160.0,21,42000
91.103.16.0,24,15695
91.103.168.0,21,43620
91.103.17.0,24,15695
91.103.176.0,21,42009
91.103.176.0,22,42009
91.103.18.0,24,15695
91.103.184.0,21,42010
91.103.19.0,24,15695
91.103.192.0,22,12500
91.103.196.0,22,25511
91.103.204.0,22,21106
91.103.208.0,21,8595
91.103.21.0,24,15695
91.103.216.0,21,198047
91.103.224.0,21,21023
91.103.23.0,24,15695
91.103.232.0,21,16347
91.103.240.0,24,3320
91.103.24.0,21,42109
91.103.24.0,24,42109
91.103.241.0,24,3320
91.103.242.0,24,3320
91.103.243.0,24,3320
91.103.244.0,22,3320
91.103.244.0,23,3320
91.103.246.0,23,3320
91.103.29.0,24,42109
91.103.30.0,24,42109
91.103.32.0,23,41012
91.103.34.0,24,5607
91.103.35.0,24,42390
91.103.36.0,24,42390
91.103.38.0,24,42390
91.103.40.0,24,41935
91.103.41.0,24,41935
91.103.42.0,24,41935
91.103.43.0,24,41935
91.103.44.0,24,50624
91.103.45.0,24,41935
91.103.47.0,24,41935
91.103.48.0,24,31262
91.103.56.0,21,41965
91.103.56.0,24,41965
91.103.57.0,24,41965
91.103.58.0,24,199062
91.103.62.0,24,41965
91.103.63.0,24,41965
91.103.64.0,21,41983
91.103.72.0,21,24689
91.103.72.0,22,24689
91.103.72.0,23,24689
91.103.72.0,24,24689
91.103.73.0,24,24689
91.103.74.0,23,24689
91.103.74.0,24,24689
91.103.75.0,24,24689
91.103.76.0,22,24689
91.103.76.0,23,24689
91.103.76.0,24,24689
91.103.77.0,24,24689
91.103.78.0,23,24689
91.103.78.0,24,24689
91.103.79.0,24,24689
91.103.80.0,24,41974
91.103.81.0,24,41974
91.103.82.0,24,41974
91.103.83.0,24,41974
91.103.84.0,24,41974
91.103.85.0,24,41974
91.103.87.0,24,41974
91.103.88.0,21,42108
91.103.88.0,24,42108
91.103.89.0,24,42108
91.103.90.0,24,42108
91.103.91.0,24,42108
91.103.92.0,24,42108
91.103.93.0,24,42108
91.103.94.0,24,42108
91.103.95.0,24,34410
91.103.96.0,21,6769
91.104.0.0,16,8448
91.105.0.0,17,12578
91.105.128.0,18,21127
91.105.192.0,24,197349
91.105.193.0,24,197349
91.105.194.0,24,197349
