ip,prefix,origin
182.0.0.0,12,23693
182.0.0.0,20,23693
182.1.0.0,20,23693
182.112.0.0,12,4837
182.128.0.0,12,4134
182.131.0.0,24,38283
182.131.1.0,24,38283
182.131.16.0,24,38283
182.131.17.0,24,38283
182.131.18.0,24,38283
182.131.19.0,24,38283
182.131.20.0,24,38283
182.131.2.0,24,38283
182.131.21.0,24,38283
182.131.22.0,24,38283
182.131.23.0,24,38283
182.131.25.0,24,38283
182.131.26.0,24,38283
182.131.27.0,24,38283
182.131.29.0,24,38283
182.131.30.0,24,38283
182.131.3.0,24,38283
182.131.31.0,24,38283
182.131.4.0,24,38283
182.131.5.0,24,38283
182.131.6.0,24,38283
182.131.7.0,24,38283
182.131.8.0,21,38283
182.140.128.0,24,38283
182.140.129.0,24,38283
182.140.130.0,24,38283
182.140.131.0,24,38283
182.140.132.0,24,38283
182.140.133.0,24,38283
182.140.134.0,24,38283
182.140.135.0,24,38283
182.140.136.0,24,38283
182.140.137.0,24,38283
182.140.138.0,24,38283
182.140.139.0,24,38283
182.140.140.0,24,38283
182.140.141.0,24,38283
182.140.142.0,24,38283
182.140.143.0,24,38283
182.140.144.0,24,38283
182.140.145.0,24,38283
182.140.146.0,24,38283
182.140.147.0,24,38283
182.140.148.0,22,38283
182.140.152.0,22,38283
182.140.156.0,22,38283
182.140.160.0,19,38283
182.140.160.0,22,38283
182.140.164.0,22,38283
182.140.175.0,24,38283
182.140.176.0,24,38283
182.140.177.0,24,38283
182.140.192.0,19,38283
182.140.195.0,24,38283
182.140.196.0,24,38283
182.140.211.0,24,38283
182.140.218.0,24,38283
182.140.224.0,20,38283
182.140.240.0,22,38283
182.140.244.0,22,38283
182.140.248.0,23,38283
182.140.250.0,24,38283
182.140.254.0,23,4809
182.144.0.0,13,4134
182.147.243.0,24,38283
182.148.100.0,22,4809
182.148.96.0,21,4809
182.149.128.0,20,4809
182.150.0.0,20,38283
182.150.10.0,24,38283
182.150.14.0,24,38283
182.150.8.0,22,38283
182.150.8.0,24,38283
182.150.9.0,24,38283
182.151.198.0,24,4809
182.151.212.0,24,4809
182.152.0.0,15,17924
182.152.0.0,17,17924
182.152.128.0,17,17924
182.152.128.0,21,17924
182.152.136.0,21,17924
182.152.144.0,21,17924
182.152.152.0,21,17924
182.152.160.0,21,17924
182.152.168.0,21,17924
182.152.176.0,21,17924
182.152.184.0,21,17924
182.152.192.0,21,17924
182.152.200.0,21,17924
182.152.208.0,21,17924
182.152.216.0,21,17924
182.152.224.0,21,17924
182.152.232.0,21,17924
182.152.240.0,21,17924
182.152.248.0,21,17924
182.153.0.0,18,17924
182.153.0.0,19,17924
182.153.128.0,19,17924
182.153.192.0,19,17924
182.153.224.0,19,17924
182.153.32.0,19,17924
182.153.64.0,19,17924
182.154.0.0,16,17435
182.155.0.0,18,17809
182.155.0.0,19,17809
182.155.128.0,17,17809
182.155.128.0,18,17809
182.155.192.0,18,17809
182.155.32.0,19,17809
182.155.64.0,18,17809
182.155.64.0,19,17809
182.155.96.0,19,17809
182.156.0.0,18,55441
182.156.128.0,19,55441
182.156.160.0,20,55441
182.156.176.0,21,55441
182.156.184.0,23,55441
182.156.186.0,24,55441
