ip,prefix,origin
54.144.0.0,14,14618
54.148.0.0,15,16509
54.149.10.0,24,16509
54.150.0.0,16,16509
54.151.0.0,17,16509
54.151.128.0,17,16509
54.151.128.0,17,38895
54.152.0.0,16,14618
54.153.0.0,17,16509
54.153.128.0,17,16509
54.154.0.0,16,16509
54.155.0.0,16,16509
54.156.0.0,14,14618
54.160.0.0,14,14618
54.164.0.0,15,14618
54.166.0.0,15,14618
54.168.0.0,16,16509
54.169.0.0,17,16509
54.169.0.0,17,38895
54.169.128.0,17,16509
54.169.128.0,17,38895
54.170.0.0,16,16509
54.171.0.0,16,16509
54.172.0.0,15,14618
54.174.0.0,15,14618
54.176.0.0,15,16509
54.178.0.0,17,16509
54.178.128.0,17,16509
54.179.0.0,17,16509
54.179.0.0,17,38895
54.179.128.0,18,16509
54.179.128.0,18,38895
54.179.192.0,18,16509
54.179.192.0,18,38895
54.182.0.0,23,16509
54.182.128.0,23,16509
54.182.130.0,23,16509
54.182.132.0,23,16509
54.182.134.0,23,16509
54.182.136.0,23,16509
54.182.138.0,23,16509
54.182.140.0,23,16509
54.182.142.0,23,16509
54.182.144.0,23,16509
54.182.146.0,23,16509
54.182.148.0,23,16509
54.182.150.0,23,16509
54.182.152.0,23,16509
54.182.154.0,23,16509
54.182.156.0,23,16509
54.182.158.0,23,16509
54.182.160.0,23,16509
54.182.162.0,23,16509
54.182.164.0,23,16509
54.182.166.0,23,16509
54.182.170.0,24,16509
54.182.174.0,23,16509
54.182.176.0,23,16509
54.182.178.0,23,16509
54.182.180.0,23,16509
54.182.182.0,23,16509
54.182.184.0,23,16509
54.182.191.0,24,16509
54.182.192.0,24,16509
54.182.193.0,24,16509
54.182.194.0,24,16509
54.182.195.0,24,16509
54.182.196.0,24,16509
54.182.197.0,24,16509
54.182.198.0,24,16509
54.182.199.0,24,16509
54.182.200.0,24,16509
54.182.201.0,24,16509
54.182.202.0,24,16509
54.182.2.0,24,16509
54.182.203.0,24,16509
54.182.204.0,24,16509
54.182.205.0,24,16509
54.182.206.0,24,16509
54.182.207.0,24,16509
54.182.209.0,24,16509
54.182.210.0,24,16509
54.182.211.0,24,16509
54.182.212.0,24,16509
54.182.213.0,24,16509
54.182.214.0,24,16509
54.182.215.0,24,16509
54.182.216.0,24,16509
54.182.217.0,24,16509
54.182.218.0,24,16509
54.182.219.0,24,16509
54.182.220.0,24,16509
54.182.221.0,24,16509
54.182.222.0,24,16509
54.182.223.0,24,16509
54.182.224.0,23,16509
54.182.226.0,23,16509
54.182.228.0,23,16509
54.182.230.0,24,16509
54.182.231.0,24,16509
54.182.232.0,24,16509
54.182.233.0,24,16509
54.182.234.0,24,16509
54.182.235.0,24,16509
54.182.236.0,24,16509
54.182.237.0,24,16509
54.182.238.0,24,16509
54.182.239.0,24,16509
54.182.240.0,23,16509
54.182.242.0,24,16509
54.182.243.0,24,16509
54.182.244.0,24,16509
54.182.245.0,24,16509
54.182.246.0,23,16509
54.182.248.0,23,16509
54.182.250.0,23,16509
54.182.4.0,22,16509
54.183.0.0,17,16509
54.183.128.0,17,16509
54.184.0.0,15,16509
54.186.0.0,15,16509
54.188.0.0,15,16509
54.190.0.0,16,16509
54.191.0.0,16,16509
54.192.0.0,22,16509
54.192.108.0,22,16509
54.192.116.0,22,16509
54.192.120.0,22,16509
54.192.12.0,22,16509
54.192.124.0,22,16509
54.192.128.0,22,16509
54.192.132.0,22,16509
54.192.136.0,22,16509
54.192.140.0,23,16509
54.192.143.0,24,16509
54.192.144.0,22,16509
54.192.148.0,22,16509
54.192.148.0,22,38895
54.192.156.0,22,16509
