ip,prefix,origin
38.0.0.0,8,174
38.100.1.0,24,174
38.100.110.0,24,18590
38.100.112.0,22,174
38.100.117.0,24,174
38.100.118.0,24,25697
38.100.119.0,24,25697
38.100.12.0,24,174
38.100.126.0,23,174
38.100.131.0,24,54480
38.100.132.0,23,174
38.100.135.0,24,174
38.100.137.0,24,1996
38.100.139.0,24,23003
38.100.145.0,24,32936
38.100.148.0,24,19754
38.100.15.0,24,174
38.100.154.0,24,174
38.100.158.0,24,174
38.100.165.0,24,21714
38.100.169.0,24,174
38.100.171.0,24,26089
38.100.173.0,24,174
38.100.178.0,24,174
38.100.180.0,24,46933
38.100.184.0,23,174
38.100.184.0,24,11597
38.100.185.0,24,11597
38.100.186.0,23,174
38.100.186.0,24,11597
38.100.187.0,24,11597
38.100.188.0,23,174
38.100.188.0,24,11597
38.100.190.0,24,11597
38.100.191.0,24,11597
38.100.193.0,24,32632
38.100.193.0,24,33724
38.100.194.0,24,32632
38.100.194.0,24,33724
38.100.195.0,24,32632
38.100.195.0,24,33724
38.100.197.0,24,32632
38.100.197.0,24,33724
38.100.198.0,24,174
38.100.200.0,22,174
38.100.209.0,24,174
38.100.21.0,24,39972
38.100.215.0,24,174
38.100.241.0,24,174
38.100.250.0,24,55140
38.100.252.0,24,174
38.100.28.0,24,19912
38.100.33.0,24,30112
38.100.35.0,24,32213
38.100.39.0,24,174
38.100.4.0,24,174
38.100.48.0,24,63261
38.100.51.0,24,174
38.100.54.0,24,174
38.100.60.0,24,174
38.100.61.0,24,32565
38.100.67.0,24,174
38.100.68.0,24,40614
38.100.72.0,24,46785
38.100.74.0,24,174
38.100.78.0,23,174
38.100.81.0,24,174
38.100.82.0,24,174
38.100.83.0,24,1828
38.100.86.0,23,174
38.100.88.0,21,394844
38.100.9.0,24,174
38.101.101.0,24,36340
38.101.1.0,24,33693
38.101.108.0,24,174
38.101.116.0,24,174
38.101.121.0,24,174
38.101.124.0,24,174
38.101.134.0,24,17084
38.101.139.0,24,174
38.101.14.0,24,53328
38.101.144.0,24,174
38.101.144.0,24,394844
38.101.149.0,24,40893
38.101.150.0,24,22591
38.101.15.0,24,32650
38.101.156.0,23,17145
38.101.165.0,24,13923
38.101.166.0,24,174
38.101.167.0,24,174
38.101.170.0,24,174
38.101.17.0,24,15092
38.101.172.0,24,174
38.101.175.0,24,27603
38.101.179.0,24,36033
38.101.180.0,24,174
38.101.180.0,24,394844
38.101.185.0,24,18608
38.101.190.0,24,54173
38.101.194.0,24,174
38.101.197.0,24,13985
38.101.198.0,24,174
38.101.200.0,21,40911
38.101.200.0,24,40911
38.101.20.0,24,26778
38.101.2.0,24,33693
38.101.207.0,24,40911
38.101.208.0,24,174
38.101.209.0,24,174
38.101.215.0,24,26646
38.101.217.0,24,7219
38.101.218.0,24,14150
38.101.223.0,24,174
38.101.229.0,24,174
38.101.230.0,23,174
38.101.233.0,24,174
38.101.234.0,24,174
38.101.238.0,24,32938
38.101.240.0,24,174
38.101.241.0,24,174
38.101.244.0,24,174
38.101.247.0,24,174
38.101.248.0,24,16470
38.101.248.0,24,174
38.101.249.0,24,174
38.101.250.0,24,174
38.101.251.0,24,16470
38.101.251.0,24,174
38.101.254.0,24,174
38.101.33.0,24,18771
38.101.34.0,24,54143
38.101.40.0,23,174
38.101.40.0,24,17388
38.101.4.0,24,33693
38.101.44.0,23,174
38.101.46.0,23,1636
38.101.58.0,24,40325
38.101.60.0,23,29787
38.101.62.0,23,29787
38.101.66.0,23,29787
38.101.70.0,23,174
38.101.77.0,24,174
38.101.80.0,22,46746
38.101.85.0,24,174
38.101.91.0,24,174
38.101.93.0,24,25952
38.101.94.0,24,33100
38.102.112.0,21,26932
38.102.129.0,24,174
38.102.134.0,24,174
38.102.136.0,23,36347
38.102.139.0,24,174
38.102.144.0,24,174
38.102.145.0,24,174
38.102.149.0,24,174
38.102.159.0,24,54005
38.102.16.0,22,174
38.102.20.0,22,174
38.102.224.0,24,174
38.102.225.0,24,394869
38.102.226.0,24,174
38.102.227.0,24,174
38.102.228.0,24,131278
38.102.229.0,24,174
38.102.23.0,24,174
38.102.236.0,23,2730
38.102.238.0,24,174
38.102.239.0,24,174
38.102.240.0,24,2730
38.102.24.0,21,174
38.102.241.0,24,54270
38.102.242.0,24,174
38.102.242.0,24,394844
38.102.248.0,23,2730
38.102.250.0,24,22116
38.102.251.0,24,174
38.102.254.0,24,46399
38.102.33.0,24,36053
38.102.34.0,24,32452
38.102.35.0,24,25677
38.102.36.0,24,174
38.102.38.0,24,36053
38.102.39.0,24,36053
38.102.40.0,22,174
38.102.4.0,23,174
38.102.44.0,22,174
38.102.49.0,24,174
38.102.51.0,24,174
38.102.53.0,24,174
38.102.54.0,24,33215
38.102.55.0,24,174
38.102.56.0,23,174
38.102.58.0,23,174
38.102.62.0,24,22187
38.102.64.0,24,33028
38.102.67.0,24,174
38.102.68.0,24,174
38.102.69.0,24,40470
38.102.75.0,24,174
38.102.76.0,22,174
38.102.80.0,24,40571
38.102.81.0,24,40571
38.102.84.0,22,20324
38.102.92.0,24,174
38.103.0.0,24,40695
38.103.100.0,22,36498
38.103.1.0,24,40695
38.103.104.0,23,36498
38.103.106.0,23,36498
38.103.108.0,23,36498
38.103.110.0,23,36498
38.103.116.0,23,36498
38.103.118.0,23,36498
38.103.120.0,21,46437
38.103.120.0,24,46437
38.103.121.0,24,46437
38.103.122.0,24,46437
38.103.123.0,24,46437
38.103.124.0,24,46437
38.103.125.0,24,46437
38.103.126.0,24,46437
38.103.127.0,24,46437
38.103.13.0,24,174
38.103.136.0,24,174
38.103.136.0,24,394844
38.103.139.0,24,46227
38.103.14.0,24,174
38.103.144.0,22,174
38.103.149.0,24,174
38.103.156.0,23,59873
38.103.161.0,24,132058
38.103.161.0,24,40065
38.103.162.0,24,174
38.103.163.0,24,54149
38.103.166.0,24,15301
38.103.167.0,24,46841
38.103.193.0,24,174
38.103.194.0,24,174
38.103.196.0,22,174
38.103.20.0,24,26483
38.103.209.0,24,174
38.103.212.0,24,174
38.103.213.0,24,16843
38.103.214.0,23,174
38.103.216.0,23,62516
38.103.218.0,23,62516
38.103.22.0,24,174
38.103.224.0,24,174
38.103.226.0,23,174
38.103.23.0,24,33577
38.103.232.0,21,174
38.103.24.0,24,174
38.103.241.0,24,3061
38.103.244.0,24,3061
38.103.245.0,24,3061
38.103.26.0,24,174
38.103.3.0,24,40930
38.103.31.0,24,174
38.103.32.0,24,174
