ip,prefix,origin
210.0.0.0,24,7474
210.0.100.0,22,23857
210.0.106.0,23,23857
210.0.108.0,23,23857
210.0.110.0,24,23857
210.0.111.0,24,23857
210.0.112.0,21,63850
210.0.113.0,24,2764
210.0.124.0,24,23857
210.0.125.0,24,23857
210.0.128.0,17,9304
210.0.128.0,18,9304
210.0.128.0,19,9304
210.0.128.0,21,9304
210.0.136.0,22,9304
210.0.140.0,22,9304
210.0.144.0,20,9304
210.0.144.0,23,9304
210.0.146.0,24,9304
210.0.147.0,24,9304
210.0.148.0,24,9304
210.0.149.0,24,9304
210.0.150.0,24,9304
210.0.151.0,24,9304
210.0.152.0,22,9304
210.0.156.0,22,9304
210.0.160.0,20,9304
210.0.172.0,22,9304
210.0.176.0,22,9304
210.0.180.0,24,9304
210.0.181.0,24,9304
210.0.182.0,23,9304
210.0.184.0,23,9304
210.0.186.0,24,9304
210.0.187.0,24,9304
210.0.188.0,22,9304
210.0.192.0,18,9304
210.0.192.0,22,9304
210.0.196.0,22,9304
210.0.200.0,22,9304
210.0.204.0,23,9304
210.0.206.0,24,9304
210.0.207.0,24,9304
210.0.208.0,24,9304
210.0.209.0,24,9304
210.0.210.0,23,9304
210.0.212.0,22,9304
210.0.216.0,24,9304
210.0.217.0,24,9304
210.0.218.0,23,9304
210.0.220.0,22,9304
210.0.227.0,24,9304
210.0.228.0,24,9304
210.0.229.0,24,9304
210.0.230.0,24,9304
210.0.231.0,24,9304
210.0.234.0,24,10032
210.0.235.0,24,10032
210.0.238.0,24,9304
210.0.239.0,24,9304
210.0.244.0,24,9304
210.0.245.0,24,9304
210.0.32.0,21,17839
210.0.40.0,22,17839
210.0.44.0,22,17839
210.0.48.0,22,17839
210.0.52.0,22,17839
210.0.56.0,22,17839
210.0.59.0,24,17839
210.0.60.0,23,17839
210.0.62.0,23,17839
210.0.64.0,18,2764
210.0.64.0,23,23857
210.0.66.0,24,23857
210.0.67.0,24,23857
210.0.69.0,24,23857
210.0.70.0,24,23857
210.0.71.0,24,23857
210.0.72.0,24,23857
210.0.73.0,24,23857
210.0.74.0,24,23857
210.0.75.0,24,23857
210.0.76.0,24,23857
210.0.77.0,24,23857
210.0.78.0,23,23857
210.0.81.0,24,23857
210.0.82.0,23,23857
210.0.84.0,23,23857
210.0.87.0,24,23857
210.0.88.0,22,23857
210.0.94.0,24,23857
210.0.95.0,24,23857
210.0.96.0,22,23857
210.0.97.0,24,23857
210.100.128.0,17,4766
210.100.132.208,28,4766
210.100.136.0,24,45400
210.100.168.0,24,45400
210.100.183.0,24,45400
210.100.184.0,21,4766
210.1.0.0,18,4750
210.100.192.0,21,4766
210.100.204.0,24,9528
210.100.206.0,26,4766
210.100.212.0,23,10176
210.100.214.0,24,45400
210.100.218.0,27,4766
210.100.218.128,25,4766
210.100.218.32,27,4766
210.100.218.64,27,4766
210.100.218.96,27,4766
210.100.219.0,24,4766
210.100.220.224,28,4766
210.100.220.240,28,4766
210.100.220.64,26,4766
210.1.0.0,22,4750
210.100.225.0,26,4766
210.100.225.192,26,4766
210.100.251.0,24,4766
210.100.253.0,25,4766
210.100.253.128,25,4766
210.101.104.0,23,4766
210.101.106.0,24,4766
210.101.110.0,25,4766
210.101.112.0,23,4766
210.101.114.0,24,4766
210.101.120.0,24,4766
210.101.121.0,24,4766
210.101.128.0,18,3786
210.101.176.0,24,9767
210.101.177.0,24,9767
210.101.178.0,24,9767
210.101.179.0,24,9767
210.101.180.0,24,9767
210.101.181.0,24,9767
210.101.192.0,19,9318
210.101.192.0,24,23759
210.101.193.0,24,23759
210.101.195.0,24,23759
210.101.196.0,24,23759
210.101.197.0,24,23759
210.101.198.0,24,23759
