ip,prefix,origin
49.0.0.0,24,55701
49.0.1.0,24,55701
49.0.112.0,22,133481
49.0.116.0,22,133481
49.0.12.0,24,55834
49.0.121.0,24,45458
49.0.122.0,24,45458
49.0.123.0,24,45458
49.0.124.0,24,45458
49.0.125.0,24,45458
49.0.126.0,24,132479
49.0.127.0,24,45458
49.0.128.0,17,38818
49.0.2.0,24,55701
49.0.28.0,24,55702
49.0.29.0,24,55702
49.0.30.0,24,55702
49.0.3.0,24,55701
49.0.31.0,24,55702
49.0.32.0,20,38744
49.0.32.0,21,38744
49.0.32.0,22,38744
49.0.32.0,24,38744
49.0.33.0,24,38744
49.0.34.0,24,38744
49.0.36.0,24,38744
49.0.37.0,24,38744
49.0.38.0,24,38744
49.0.39.0,24,38744
49.0.40.0,22,38744
49.0.40.0,24,38744
49.0.4.0,24,134180
49.0.41.0,24,38744
49.0.42.0,24,38744
49.0.43.0,24,38744
49.0.5.0,24,134180
49.0.6.0,24,134180
49.0.7.0,24,134180
49.0.8.0,24,55834
49.100.0.0,17,9605
49.100.160.0,19,9605
49.1.0.0,17,10036
49.100.192.0,18,9605
49.101.0.0,17,9605
49.101.128.0,17,9605
49.102.0.0,17,9605
49.102.128.0,23,9605
49.102.130.0,23,9605
49.102.132.0,23,9605
49.102.148.0,22,9605
49.102.152.0,23,9605
49.102.154.0,23,9605
49.102.156.0,23,9605
49.102.158.0,23,9605
49.102.160.0,23,9605
49.102.164.0,22,9605
49.102.168.0,21,9605
49.102.176.0,20,9605
49.103.128.0,17,9605
49.103.16.0,23,9605
49.103.18.0,23,9605
49.103.20.0,22,9605
49.103.24.0,21,9605
49.103.32.0,19,9605
49.104.0.0,22,9605
49.104.10.0,23,9605
49.104.10.0,24,9605
49.104.11.0,24,9605
49.104.12.0,22,9605
49.104.12.0,23,9605
49.104.128.0,18,9605
49.104.14.0,23,9605
49.104.16.0,22,9605
49.104.16.0,23,9605
49.104.18.0,23,9605
49.104.192.0,19,9605
49.104.20.0,23,9605
49.104.20.0,24,9605
49.104.21.0,24,9605
49.104.22.0,23,9605
49.104.22.0,24,9605
49.104.224.0,20,9605
49.104.23.0,24,9605
49.104.240.0,21,9605
49.104.24.0,22,9605
49.104.24.0,23,9605
49.104.248.0,22,9605
49.104.252.0,24,9605
49.104.254.0,24,9605
49.104.26.0,23,9605
49.104.28.0,22,9605
49.104.28.0,23,9605
49.104.30.0,23,9605
49.104.32.0,23,9605
49.104.32.0,24,9605
49.104.33.0,24,9605
49.104.34.0,23,9605
49.104.34.0,24,9605
49.104.35.0,24,9605
49.104.36.0,22,9605
49.104.36.0,23,9605
49.104.38.0,23,9605
49.104.40.0,22,9605
49.104.40.0,23,9605
49.104.4.0,22,9605
49.104.4.0,23,9605
49.104.42.0,23,9605
49.104.44.0,23,9605
49.104.44.0,24,9605
49.104.45.0,24,9605
49.104.46.0,23,9605
49.104.46.0,24,9605
49.104.47.0,24,9605
49.104.48.0,22,9605
49.104.48.0,23,9605
49.104.50.0,23,9605
49.104.52.0,22,9605
49.104.56.0,21,9605
49.104.6.0,23,9605
49.104.64.0,21,9605
49.104.72.0,22,9605
49.104.76.0,22,9605
49.104.80.0,21,9605
49.104.8.0,23,9605
49.104.8.0,24,9605
49.104.88.0,21,9605
49.104.9.0,24,9605
49.104.96.0,19,9605
49.105.11.0,24,9605
49.105.114.0,23,9605
49.105.128.0,18,9605
49.105.14.0,23,9605
49.105.16.0,20,9605
