ip,prefix,origin
125.0.0.0,15,2510
125.100.0.0,14,17506
125.10.0.0,16,9824
125.10.0.0,17,9824
125.10.128.0,17,9824
125.104.0.0,13,4134
125.11.0.0,16,9824
125.11.0.0,17,9824
125.11.128.0,17,9824
125.112.0.0,12,4134
125.12.0.0,16,9824
125.12.0.0,17,9824
125.12.128.0,17,9824
125.125.125.0,24,7908
125.128.0.0,11,4766
125.128.0.0,12,4766
125.128.0.0,13,4766
125.128.250.0,26,4766
125.128.45.64,26,17863
125.128.64.0,19,17841
125.128.69.0,24,17841
125.128.70.0,24,17841
125.128.71.0,24,17841
125.128.72.0,24,17841
125.13.0.0,16,9824
125.13.0.0,17,9824
125.13.0.0,18,9824
125.130.59.0,26,4766
125.130.60.0,24,9703
125.130.61.0,24,9703
125.13.128.0,17,9824
125.13.128.0,18,9824
125.131.31.0,24,45973
125.131.72.0,23,4766
125.13.192.0,18,9824
125.132.0.0,24,23566
125.132.0.0,25,23566
125.132.0.128,25,23566
125.132.1.0,24,23566
125.132.1.0,25,23566
125.132.1.128,25,23566
125.132.159.0,24,18323
125.132.177.0,26,23566
125.132.177.64,26,23566
125.132.2.0,24,23566
125.132.2.0,25,23566
125.132.205.0,24,18323
125.132.2.128,25,23566
125.132.3.0,24,23566
125.132.3.0,25,23566
125.132.3.128,25,23566
125.132.44.0,24,4766
125.132.45.0,24,4766
125.133.128.0,24,17584
125.133.129.0,24,17584
125.133.130.0,24,17584
125.133.131.0,24,17584
125.133.132.0,24,17584
125.133.133.0,24,17584
125.133.134.0,24,17584
125.133.135.0,24,17584
125.133.136.0,24,17584
125.133.137.0,24,17584
125.133.138.0,24,17584
125.133.139.0,24,17584
125.133.140.0,24,17584
125.133.141.0,24,17584
125.133.142.0,24,17584
125.133.143.0,24,17584
125.133.155.0,24,17600
125.133.76.0,24,4766
125.135.105.80,30,4793
125.135.105.84,30,4793
125.136.0.0,13,4766
125.13.64.0,18,9824
125.136.73.0,24,4766
125.136.74.0,23,4766
125.137.121.0,24,4766
125.137.122.0,24,4766
125.138.176.0,23,10047
125.138.178.0,23,10047
125.138.180.0,23,10047
125.138.182.0,23,10047
125.14.0.0,16,9824
