ip,prefix,origin
2.0.0.0,16,3215
2.100.0.0,14,13285
2.10.0.0,16,3215
2.1.0.0,16,3215
2.104.0.0,13,3292
2.11.0.0,16,3215
2.112.0.0,15,3269
2.114.0.0,15,3269
2.115.196.0,24,20746
2.115.197.0,24,20746
2.115.198.0,24,20746
2.115.199.0,24,20746
2.115.212.0,24,3269
2.116.0.0,15,3269
2.118.0.0,15,3269
2.120.0.0,13,5607
2.12.0.0,16,3215
2.128.0.0,14,9158
2.13.0.0,16,3215
2.132.0.0,14,9198
2.132.0.0,17,9198
2.132.0.0,20,9198
2.132.112.0,20,9198
2.132.128.0,17,9198
2.132.128.0,22,9198
2.132.132.0,22,9198
2.132.136.0,22,9198
2.132.140.0,22,9198
2.132.144.0,20,9198
2.132.160.0,23,9198
2.132.16.0,20,9198
2.132.162.0,23,9198
2.132.164.0,23,9198
2.132.166.0,23,9198
2.132.168.0,22,9198
2.132.172.0,22,9198
2.132.184.0,21,9198
2.132.192.0,22,9198
2.132.196.0,22,9198
2.132.200.0,21,9198
2.132.208.0,22,9198
2.132.212.0,22,9198
2.132.220.0,23,9198
2.132.222.0,23,9198
2.132.232.0,21,9198
2.132.240.0,21,9198
2.132.252.0,23,9198
2.132.32.0,20,9198
2.132.48.0,20,9198
2.132.72.0,24,9198
2.132.78.0,23,9198
2.132.80.0,21,9198
2.132.92.0,22,9198
2.132.96.0,20,9198
2.133.0.0,18,9198
2.133.0.0,21,9198
2.133.104.0,21,9198
2.133.112.0,21,9198
2.133.120.0,21,9198
2.133.128.0,18,9198
2.133.132.0,22,9198
2.133.136.0,21,9198
2.133.144.0,21,9198
2.133.152.0,22,9198
2.133.156.0,23,9198
2.133.158.0,23,9198
2.133.160.0,23,9198
2.133.162.0,23,9198
2.133.164.0,23,9198
2.133.168.0,21,9198
2.133.176.0,20,9198
2.133.192.0,18,9198
2.133.200.0,23,9198
2.133.20.0,22,9198
2.133.202.0,24,9198
2.133.204.0,22,9198
2.133.208.0,22,9198
2.133.212.0,22,9198
2.133.216.0,22,9198
2.133.220.0,22,9198
2.133.224.0,21,9198
2.133.232.0,22,9198
2.133.236.0,22,9198
2.133.240.0,21,9198
2.133.24.0,22,9198
2.133.248.0,22,9198
2.133.252.0,22,9198
2.133.28.0,22,9198
2.133.32.0,20,9198
2.133.48.0,21,9198
2.133.56.0,21,9198
2.133.64.0,18,9198
2.133.64.0,23,9198
2.133.66.0,23,9198
2.133.68.0,22,9198
2.133.72.0,22,9198
2.133.76.0,22,9198
2.133.80.0,21,9198
2.133.8.0,21,9198
2.133.88.0,22,9198
2.133.96.0,21,9198
2.134.0.0,18,9198
2.134.0.0,22,9198
2.134.104.0,24,9198
2.134.106.0,24,9198
2.134.107.0,24,9198
2.134.108.0,22,9198
2.134.112.0,21,9198
2.134.120.0,22,9198
2.134.12.0,22,9198
2.134.124.0,22,9198
