ip,prefix,origin
189.0.0.0,16,26599
189.0.0.0,17,26599
189.0.112.0,22,26599
189.0.116.0,23,26599
189.0.118.0,24,26599
189.0.119.0,24,27699
189.0.120.0,21,27699
189.0.128.0,24,27699
189.0.129.0,24,26599
189.0.130.0,23,26599
189.0.132.0,22,26599
189.0.136.0,21,26599
189.0.144.0,20,26599
189.0.160.0,21,26599
189.0.168.0,23,26599
189.0.170.0,24,26599
189.0.171.0,24,27699
189.0.192.0,20,27699
189.0.208.0,21,26599
189.0.216.0,22,26599
189.0.220.0,23,27699
189.0.222.0,24,26599
189.0.224.0,20,26599
189.0.240.0,20,26599
189.0.32.0,20,27699
189.0.71.0,24,27699
189.0.72.0,24,27699
189.0.73.0,24,27699
189.0.77.0,24,27699
189.0.78.0,24,27699
189.0.79.0,24,27699
189.0.80.0,20,27699
189.0.96.0,20,26599
189.100.0.0,16,28573
189.100.0.0,19,28573
189.10.0.0,15,8167
189.10.0.0,18,8167
189.100.128.0,19,28573
189.100.160.0,19,28573
189.100.192.0,19,28573
189.100.224.0,19,28573
189.1.0.0,24,28661
189.100.32.0,19,28573
189.100.64.0,19,28573
189.100.96.0,19,28573
189.101.0.0,18,28573
189.101.0.0,19,28573
189.101.0.0,21,28573
189.101.112.0,20,28573
189.101.128.0,18,28573
189.101.16.0,21,28573
189.101.192.0,19,28573
189.101.192.0,20,28573
189.101.192.0,21,28573
189.101.200.0,22,28573
189.101.204.0,22,28573
189.101.208.0,20,28573
189.101.224.0,20,28573
189.101.240.0,20,28573
189.101.24.0,21,28573
189.10.128.0,18,8167
189.101.32.0,19,28573
189.101.32.0,23,28573
189.101.34.0,23,28573
189.101.36.0,23,28573
189.101.38.0,23,28573
189.101.40.0,21,28573
189.101.48.0,20,28573
189.101.64.0,18,28573
189.101.64.0,19,28573
189.101.64.0,20,28573
189.101.80.0,20,28573
189.101.8.0,21,28573
189.10.192.0,18,8167
189.101.96.0,19,28573
189.101.96.0,20,28573
189.102.0.0,16,28573
189.102.0.0,19,28573
189.102.128.0,19,28573
189.102.160.0,19,28573
189.102.192.0,19,28573
189.102.224.0,19,28573
189.102.32.0,19,28573
189.102.64.0,19,28573
189.102.96.0,19,28573
189.103.0.0,20,28573
189.103.104.0,21,28573
189.103.112.0,21,28573
189.103.120.0,21,28573
189.103.128.0,19,28573
189.103.160.0,19,28573
189.103.16.0,20,28573
189.103.184.0,21,28573
189.103.192.0,18,28573
189.103.32.0,21,28573
189.103.40.0,21,28573
189.103.48.0,21,28573
189.103.56.0,21,28573
189.103.57.0,24,28573
189.103.58.0,24,28573
189.103.60.0,22,28573
189.103.64.0,19,28573
189.103.96.0,21,28573
189.104.0.0,14,7738
189.104.0.0,16,7738
189.104.128.0,19,7738
189.104.160.0,19,7738
189.104.192.0,19,7738
189.104.224.0,19,7738
189.105.0.0,16,7738
189.105.0.0,19,7738
189.105.128.0,19,7738
189.105.160.0,19,7738
189.105.192.0,19,7738
189.105.224.0,19,7738
189.105.32.0,19,7738
189.105.64.0,19,7738
189.105.96.0,19,7738
189.106.0.0,16,7738
189.106.0.0,19,7738
189.106.128.0,19,7738
189.106.160.0,19,7738
189.106.192.0,19,7738
189.106.224.0,19,7738
189.106.32.0,19,7738
189.10.64.0,18,8167
189.106.64.0,19,7738
189.106.96.0,19,7738
189.107.0.0,16,7738
189.107.0.0,19,7738
189.107.128.0,19,7738
189.107.160.0,19,7738
189.107.192.0,19,7738
189.107.224.0,19,7738
189.107.32.0,19,7738
189.107.64.0,19,7738
189.107.96.0,19,7738
189.108.0.0,15,10429
189.108.0.0,16,10429
189.110.0.0,15,27699
189.110.0.0,16,27699
189.11.0.0,18,8167
189.1.10.0,24,28661
189.1.1.0,24,28661
189.1.11.0,24,28661
189.11.128.0,18,8167
189.11.192.0,18,8167
189.112.0.0,16,16735
189.1.12.0,24,28661
189.1.126.0,24,28272
189.1.128.0,20,28665
189.1.128.0,21,28665
189.1.128.0,22,28665
189.1.128.0,23,28665
189.113.0.0,20,28209
189.113.0.0,21,28209
189.113.0.0,22,28209
189.1.130.0,23,28665
189.113.0.0,24,28209
189.1.13.0,24,28661
189.113.101.0,24,28212
189.113.102.0,24,28212
189.113.1.0,24,28209
189.113.104.0,21,28212
189.113.104.0,23,28212
189.113.112.0,20,28213
189.113.112.0,23,28213
189.113.114.0,23,28213
189.113.116.0,23,28213
189.113.118.0,23,28213
189.113.120.0,23,28213
189.113.12.0,22,28209
189.113.122.0,23,28213
189.113.124.0,23,28213
189.113.126.0,23,28213
189.113.128.0,20,52662
189.113.128.0,21,52662
189.113.128.0,24,52662
189.113.129.0,24,52662
189.113.130.0,24,52662
189.113.131.0,24,52662
189.113.132.0,24,52662
189.113.133.0,24,52662
189.113.134.0,24,52662
189.113.135.0,24,52662
189.113.136.0,21,52662
189.113.136.0,24,52662
189.113.137.0,24,52662
189.113.138.0,24,52662
189.113.139.0,24,52662
189.113.140.0,24,52662
189.113.141.0,24,52662
189.113.142.0,24,52662
189.113.143.0,24,52662
189.113.144.0,24,28215
189.113.145.0,24,28215
189.113.148.0,23,28215
189.113.148.0,24,28215
189.113.149.0,24,28215
189.113.150.0,24,28215
189.113.155.0,24,28215
189.113.156.0,24,28215
189.113.157.0,24,28215
189.113.159.0,24,28215
189.113.160.0,20,28216
189.113.160.0,21,28216
189.113.16.0,20,22431
189.113.168.0,21,28216
189.113.192.0,19,28647
189.113.192.0,21,28647
189.113.192.0,22,28647
189.113.200.0,21,28647
189.113.200.0,22,28647
189.1.132.0,22,28665
189.1.132.0,23,28665
189.113.204.0,22,28647
189.113.208.0,21,28647
189.113.208.0,22,28647
189.113.212.0,22,28647
189.113.216.0,21,28647
189.113.216.0,22,28647
189.113.220.0,22,28647
189.113.224.0,21,262341
189.113.224.0,22,262341
189.113.228.0,22,262341
189.113.230.0,24,262341
189.113.232.0,22,262341
189.113.232.0,23,262341
189.113.234.0,23,262341
189.113.236.0,22,262341
189.113.236.0,24,262341
189.113.237.0,24,262341
189.113.238.0,23,262341
189.113.240.0,21,262341
189.113.240.0,22,262341
189.113.244.0,22,262341
189.113.253.0,24,262341
189.113.254.0,24,262341
189.113.255.0,24,262341
189.113.4.0,22,28209
189.1.134.0,23,28665
189.113.48.0,21,53065
189.113.48.0,23,53065
189.113.50.0,23,53065
189.113.52.0,23,53065
189.113.54.0,23,53065
189.113.56.0,23,262727
189.113.58.0,23,262727
189.113.60.0,23,262727
189.1.136.0,21,28665
189.1.136.0,22,28665
189.1.136.0,23,28665
189.113.62.0,23,262727
189.113.64.0,20,28210
189.113.64.0,21,28210
189.113.72.0,21,28210
189.113.80.0,20,28211
189.113.80.0,21,28211
189.113.80.0,22,28211
189.113.8.0,21,28209
189.113.8.0,22,28209
189.1.138.0,23,28665
189.113.84.0,22,28211
189.113.86.0,24,28211
189.113.88.0,21,28211
189.113.88.0,22,28211
189.113.88.0,24,28211
189.113.90.0,24,28211
189.113.92.0,22,28211
189.113.96.0,20,28212
189.113.96.0,21,28212
189.114.0.0,15,18881
189.114.0.0,18,18881
189.1.140.0,22,28665
189.1.140.0,23,28665
189.1.14.0,24,28661
189.114.128.0,19,18881
189.114.160.0,19,18881
189.114.192.0,18,18881
189.1.142.0,23,28665
189.1.144.0,21,28668
189.114.60.0,23,18881
189.114.64.0,18,18881
189.115.0.0,17,18881
189.1.15.0,24,28661
189.115.120.0,21,18881
189.115.128.0,20,18881
189.115.144.0,20,18881
189.115.160.0,20,18881
189.115.176.0,20,18881
189.115.176.0,22,18881
189.115.180.0,22,18881
189.115.182.0,23,18881
189.115.192.0,19,18881
189.115.192.0,20,18881
189.1.152.0,21,28668
189.115.224.0,19,18881
189.116.0.0,14,26615
189.116.0.0,17,26615
189.1.160.0,20,28666
189.1.160.0,20,53231
189.1.160.0,21,28666
189.1.160.0,21,53231
189.1.160.0,22,53231
189.1.16.0,24,28661
189.116.128.0,17,26615
189.11.64.0,18,8167
189.1.164.0,22,53231
189.1.164.0,23,28666
189.1.165.0,24,28666
189.1.168.0,21,28666
189.117.0.0,17,26615
189.1.170.0,24,28666
189.1.17.0,24,28661
189.117.128.0,17,26615
189.1.175.0,24,28666
189.1.175.0,24,53231
189.1.176.0,20,28667
189.1.176.0,21,28667
189.118.0.0,17,26615
189.1.18.0,24,28661
189.118.128.0,17,26615
189.1.184.0,21,28667
189.119.0.0,17,26615
189.1.19.0,24,28661
189.119.128.0,17,26615
189.1.192.0,20,28583
189.1.192.0,21,28583
189.1.192.0,22,28583
189.1.196.0,22,28583
189.120.0.0,16,28573
189.120.0.0,19,28573
189.1.200.0,21,28583
189.1.200.0,22,28583
189.12.0.0,16,7738
189.12.0.0,17,7738
189.1.20.0,24,28661
189.120.128.0,19,28573
189.120.160.0,19,28573
189.120.192.0,19,28573
189.120.224.0,19,28573
