ip,prefix,origin
85.0.0.0,13,3303
85.0.0.0,14,3303
85.0.0.0,15,3303
85.100.0.0,17,9121
85.10.0.0,19,8591
85.100.109.0,24,9121
85.100.114.0,23,9121
85.100.120.0,22,9121
85.100.124.0,22,9121
85.100.128.0,17,9121
85.100.148.0,24,9121
85.100.153.0,24,9121
85.100.160.0,21,9121
85.100.168.0,21,9121
85.100.44.0,22,9121
85.100.80.0,22,9121
85.100.92.0,22,9121
85.101.0.0,17,9121
85.101.128.0,17,9121
85.101.160.0,21,9121
85.101.16.0,21,9121
85.101.176.0,21,9121
85.101.184.0,21,9121
85.101.240.0,21,9121
85.101.252.0,23,9121
85.10.128.0,20,48185
85.101.68.0,23,9121
85.10.192.0,18,24940
85.101.94.0,23,9121
85.101.96.0,21,9121
85.102.0.0,17,9121
85.102.10.0,23,9121
85.102.128.0,17,9121
85.102.216.0,21,9121
85.102.224.0,21,9121
85.102.232.0,21,9121
85.102.240.0,21,9121
85.102.248.0,21,9121
85.102.48.0,21,9121
85.102.56.0,21,9121
85.102.72.0,21,9121
85.102.88.0,21,9121
85.103.0.0,17,9121
85.103.128.0,17,9121
85.103.144.0,21,9121
85.103.152.0,21,9121
85.103.160.0,22,9121
85.103.169.0,24,9121
85.10.32.0,20,8591
85.103.216.0,24,9121
85.103.226.0,24,9121
85.103.68.0,22,9121
85.103.72.0,22,9121
85.103.96.0,22,9121
85.104.0.0,17,9121
85.104.0.0,23,9121
85.104.100.0,23,9121
85.104.10.0,23,9121
85.104.106.0,23,9121
85.104.108.0,23,9121
85.104.110.0,23,9121
85.104.112.0,23,9121
85.104.114.0,23,9121
85.104.118.0,23,9121
85.104.121.0,24,9121
85.104.122.0,24,9121
85.104.126.0,24,9121
85.104.128.0,17,9121
85.104.176.0,23,9121
85.104.180.0,23,9121
85.104.184.0,22,9121
85.104.20.0,22,9121
85.104.2.0,24,9121
85.104.26.0,23,9121
85.104.30.0,23,9121
85.104.3.0,24,9121
85.10.48.0,20,29485
85.104.96.0,24,9121
85.105.0.0,17,9121
85.105.100.0,22,9121
85.105.1.0,24,9121
85.105.108.0,22,9121
85.105.112.0,22,9121
85.105.116.0,22,9121
85.105.120.0,22,9121
85.105.12.0,22,9121
85.105.124.0,22,9121
85.105.128.0,17,9121
85.105.128.0,24,9121
85.105.129.0,24,9121
85.105.130.0,23,9121
85.105.134.0,23,9121
85.105.138.0,23,9121
85.105.148.0,22,9121
85.105.152.0,22,9121
85.105.156.0,22,9121
85.105.160.0,22,9121
85.105.16.0,22,9121
85.105.168.0,22,9121
85.105.172.0,22,9121
85.105.176.0,22,9121
85.105.184.0,22,9121
85.105.193.0,24,9121
85.105.195.0,24,9121
85.105.196.0,22,9121
85.105.200.0,22,9121
85.105.20.0,22,9121
85.105.2.0,24,9121
85.105.212.0,22,9121
85.105.222.0,24,9121
85.105.228.0,24,9121
85.105.229.0,24,9121
85.105.230.0,24,9121
85.105.232.0,22,9121
85.105.236.0,22,9121
85.105.240.0,22,9121
85.105.24.0,22,9121
85.105.244.0,22,9121
85.105.248.0,24,9121
85.105.249.0,24,9121
85.105.251.0,24,9121
85.105.252.0,24,9121
85.105.253.0,24,9121
85.105.254.0,24,9121
85.105.255.0,24,9121
85.105.3.0,24,9121
85.105.36.0,22,9121
85.105.40.0,22,9121
85.105.4.0,22,9121
85.105.52.0,22,9121
85.105.60.0,22,9121
85.105.64.0,22,9121
85.105.68.0,22,9121
85.105.76.0,22,9121
85.105.80.0,22,9121
85.105.8.0,22,9121
85.105.84.0,22,9121
85.105.92.0,22,9121
85.105.96.0,22,9121
85.106.0.0,17,9121
85.106.12.0,24,9121
85.106.128.0,17,9121
85.106.13.0,24,9121
85.106.14.0,24,9121
85.106.15.0,24,9121
85.106.16.0,23,9121
85.106.32.0,24,9121
85.106.34.0,24,9121
85.106.40.0,21,9121
85.10.64.0,18,47377
85.106.5.0,24,9121
85.106.52.0,24,9121
85.106.64.0,21,9121
85.106.72.0,21,9121
85.106.8.0,24,9121
85.107.0.0,17,9121
85.107.100.0,22,9121
85.107.109.0,24,9121
85.107.110.0,24,9121
85.107.128.0,17,9121
85.107.136.0,21,9121
85.107.14.0,23,9121
85.107.144.0,21,9121
85.107.160.0,21,9121
85.107.16.0,23,9121
85.107.168.0,21,9121
85.107.184.0,21,9121
85.107.194.0,24,9121
85.107.216.0,24,9121
85.107.217.0,24,9121
85.107.219.0,24,9121
85.107.224.0,23,9121
85.107.230.0,23,9121
85.107.4.0,22,9121
85.107.96.0,22,9121
85.108.0.0,17,9121
85.108.102.0,24,9121
85.108.106.0,24,9121
85.108.107.0,24,9121
85.108.108.0,24,9121
85.108.109.0,24,9121
85.108.120.0,23,9121
85.108.125.0,24,9121
85.108.128.0,17,9121
85.108.40.0,21,9121
85.108.60.0,24,9121
85.108.62.0,24,9121
85.109.0.0,17,9121
85.109.10.0,23,9121
85.109.128.0,17,9121
85.109.146.0,24,9121
85.109.18.0,23,9121
85.109.216.0,24,9121
85.109.218.0,24,9121
85.109.220.0,24,9121
85.109.22.0,23,9121
85.109.221.0,24,9121
85.109.222.0,24,9121
85.109.230.0,24,9121
85.109.233.0,24,9121
85.109.235.0,24,9121
85.109.244.0,24,9121
85.109.251.0,24,9121
85.109.254.0,24,9121
85.109.52.0,24,9121
85.10.96.0,19,8632
85.109.78.0,24,9121
85.109.8.0,23,9121
85.109.92.0,23,9121
85.110.0.0,17,9121
85.110.0.0,21,9121
85.11.0.0,18,34610
85.110.104.0,22,9121
85.110.108.0,22,9121
85.110.116.0,22,9121
85.110.120.0,22,9121
85.110.128.0,17,9121
85.110.128.0,21,9121
85.110.136.0,21,9121
85.110.144.0,21,9121
85.110.152.0,21,9121
85.110.16.0,21,9121
85.110.172.0,22,9121
85.110.192.0,21,9121
85.110.232.0,21,9121
85.110.24.0,21,9121
85.110.32.0,21,9121
85.110.40.0,21,9121
85.110.48.0,21,9121
85.110.56.0,21,9121
85.110.64.0,21,9121
85.110.72.0,21,9121
85.110.80.0,21,9121
85.110.8.0,21,9121
85.110.88.0,21,9121
85.111.0.0,17,9121
85.111.0.0,18,9121
85.111.0.0,24,9121
85.111.1.0,24,9121
85.11.112.0,24,199615
85.111.12.0,24,9121
85.111.128.0,17,9121
85.111.14.0,24,9121
85.111.15.0,24,9121
85.111.16.0,24,9121
85.11.117.0,24,51931
85.111.17.0,24,9121
85.111.18.0,24,9121
85.111.19.0,24,9121
85.111.20.0,24,9121
85.111.2.0,24,9121
85.111.23.0,24,9121
85.111.25.0,24,9121
85.111.26.0,24,9121
85.111.27.0,24,9121
85.11.128.0,20,31291
85.111.28.0,24,9121
85.111.29.0,24,9121
85.111.30.0,24,9121
85.111.3.0,24,9121
85.111.32.0,24,9121
85.111.33.0,24,9121
85.111.34.0,24,9121
85.111.35.0,24,9121
85.111.37.0,24,9121
85.111.39.0,24,9121
85.111.4.0,24,9121
85.111.41.0,24,9121
85.111.42.0,24,9121
85.111.43.0,24,9121
85.11.144.0,20,25147
85.111.44.0,24,9121
85.111.45.0,24,9121
85.111.46.0,24,9121
